ticket_id,customer_id,issue_type,resolution_time_minutes,resolved,support_date
163,43684,product_question,738,False,2025-08-29
164,19347,delivery_delay,453,False,2025-04-11
165,16300,account,538,False,2025-02-05
166,17992,refund,344,True,2025-05-03
167,20270,refund,493,True,2025-07-05
168,2077,refund,912,False,2025-08-10
169,31048,delivery_delay,414,True,2025-09-21
170,33925,account,588,True,2025-08-30
171,41841,refund,579,False,2025-11-29
172,45868,delivery_delay,441,True,2025-05-31
173,19101,delivery_delay,961,True,2025-12-12
174,25181,account,551,True,2025-10-24
175,47028,delivery_delay,774,True,2025-09-06
176,25880,product_question,996,True,2025-01-03
177,16111,refund,892,False,2025-02-23
178,35511,refund,55,False,2025-10-06
179,5281,product_question,613,True,2025-09-26
180,34769,account,512,True,2025-08-05
181,8082,delivery_delay,331,False,2025-07-09
182,43240,product_question,13,False,2025-11-13
183,47908,refund,914,False,2025-09-29
184,33826,account,916,True,2025-09-13
185,32003,product_question,757,True,2025-05-07
186,4699,delivery_delay,318,False,2025-04-11
187,17353,refund,52,False,2025-04-24
188,48337,account,123,True,2025-09-07
189,27753,product_question,591,False,2025-03-29
190,27874,refund,942,False,2025-02-19
191,27621,product_question,879,True,2025-02-02
192,33378,product_question,447,True,2025-03-10
193,20978,delivery_delay,391,False,2025-01-20
194,45445,delivery_delay,805,True,2025-12-07
195,47346,account,43,True,2025-07-04
196,2007,delivery_delay,401,True,2025-09-16
197,17170,account,582,True,2025-06-11
198,10973,delivery_delay,388,True,2025-07-21
199,19953,account,521,True,2025-10-07
200,23760,product_question,927,False,2025-12-15
201,46088,delivery_delay,122,False,2025-10-17
202,1847,account,234,True,2025-08-05
203,26974,refund,44,False,2025-01-02
204,30253,refund,737,False,2025-09-18
205,37475,account,507,False,2025-05-17
206,13903,refund,11,True,2025-02-12
207,26413,refund,181,True,2025-05-22
208,43720,product_question,50,True,2025-04-21
209,28397,delivery_delay,313,True,2025-10-27
210,5705,refund,150,True,2025-04-22
211,432,account,344,False,2025-09-18
212,21977,refund,535,False,2025-03-18
213,30009,product_question,591,False,2025-07-17
214,39095,account,794,True,2025-04-24
215,24772,product_question,677,False,2025-10-28
216,32632,delivery_delay,391,True,2025-06-29
217,43339,product_question,712,False,2025-08-21
218,15814,account,653,False,2025-01-08
219,36358,delivery_delay,609,False,2025-01-26
220,39268,delivery_delay,294,True,2025-07-18
221,47846,delivery_delay,713,True,2025-10-03
222,641,product_question,412,False,2025-07-26
223,33528,account,99,False,2025-08-01
224,13385,delivery_delay,649,False,2025-03-04
225,7730,account,846,False,2025-02-04
226,17710,account,609,False,2025-06-14
227,5550,product_question,886,False,2025-08-23
228,48107,refund,660,False,2025-06-27
229,5923,product_question,492,False,2025-03-19
230,34224,refund,285,False,2025-08-15
231,39477,refund,362,False,2025-08-20
232,40091,product_question,501,False,2025-04-25
233,29148,delivery_delay,240,True,2025-05-19
234,19299,account,95,True,2025-01-16
235,39019,account,139,False,2025-01-20
236,37713,delivery_delay,769,True,2025-02-28
237,9696,account,238,True,2025-11-21
238,47681,delivery_delay,244,True,2025-07-09
239,35249,refund,759,True,2025-08-02
240,43048,product_question,593,True,2025-08-05
241,21982,account,991,True,2025-08-07
242,30684,delivery_delay,254,False,2025-06-06
243,7521,product_question,567,False,2025-06-11
244,7619,product_question,845,False,2025-05-18
245,48339,refund,594,True,2025-06-15
246,32844,account,382,False,2025-08-14
247,2647,refund,593,True,2025-10-26
248,1574,account,167,False,2025-01-26
249,40462,account,805,False,2025-02-14
250,18923,refund,869,False,2025-05-23
251,11511,product_question,612,True,2025-12-04
252,22620,delivery_delay,594,False,2025-09-17
253,22051,delivery_delay,822,True,2025-01-04
254,34709,product_question,616,False,2025-07-26
255,18174,account,55,False,2025-04-30
256,26154,refund,386,True,2025-11-12
257,35170,refund,135,False,2025-04-13
258,18639,delivery_delay,147,False,2025-02-01
259,9951,product_question,962,True,2025-08-09
260,2851,product_question,257,True,2025-08-01
261,34778,refund,564,False,2025-08-11
262,43083,account,449,True,2025-06-04
263,39885,refund,983,False,2025-11-15
264,19090,account,569,True,2025-03-02
265,6576,refund,960,False,2025-03-27
266,1832,refund,852,True,2025-09-08
267,44254,account,190,False,2025-07-13
268,535,delivery_delay,55,True,2025-08-03
269,8602,delivery_delay,326,True,2025-05-16
270,984,refund,305,True,2025-04-28
271,26944,product_question,890,True,2025-05-19
272,2236,product_question,438,False,2025-08-10
273,922,account,479,True,2025-02-13
274,12672,account,568,True,2025-07-25
275,16092,product_question,981,True,2025-11-10
276,31844,refund,269,False,2025-08-15
277,7681,product_question,787,False,2025-10-23
278,26107,product_question,386,True,2025-04-25
279,8267,product_question,530,False,2025-09-23
280,42142,account,396,False,2025-10-22
281,17405,account,34,True,2025-03-29
282,29802,product_question,726,False,2025-04-15
283,25321,refund,968,False,2025-07-29
284,26097,refund,968,True,2025-11-10
285,4356,refund,809,True,2025-02-01
286,23444,delivery_delay,916,False,2025-04-06
287,47009,account,876,True,2025-01-26
288,15357,delivery_delay,615,True,2025-01-27
289,4893,account,809,False,2025-12-19
290,36990,delivery_delay,705,True,2025-10-07
291,31828,account,903,True,2025-05-23
292,9373,refund,855,True,2025-02-11
293,31970,delivery_delay,281,False,2025-06-07
294,28125,refund,39,False,2025-10-14
295,38671,account,76,True,2025-12-01
296,49901,account,249,False,2025-12-18
297,44584,refund,920,False,2025-05-29
298,42443,refund,609,False,2025-12-21
299,9104,account,656,True,2025-03-05
300,13338,product_question,502,False,2025-11-08
301,6965,account,717,True,2025-08-14
302,11503,product_question,512,True,2025-11-16
303,48719,delivery_delay,256,True,2025-03-03
304,14410,delivery_delay,885,False,2025-07-01
305,8680,refund,816,True,2025-12-02
306,49461,product_question,277,False,2025-04-24
307,22270,delivery_delay,545,False,2025-01-17
308,44019,refund,164,True,2025-07-15
309,13219,product_question,925,True,2025-07-31
310,27460,delivery_delay,139,False,2025-03-25
311,8110,account,972,False,2025-09-19
312,17837,delivery_delay,973,True,2025-08-09
313,25268,refund,113,False,2025-04-02
314,16734,refund,806,False,2025-03-07
315,39216,delivery_delay,50,True,2025-12-12
316,32255,delivery_delay,421,True,2025-10-03
317,44881,refund,752,True,2025-08-10
318,49681,account,895,False,2025-10-08
319,10752,refund,51,True,2025-10-19
320,36186,delivery_delay,752,False,2025-01-03
321,1153,delivery_delay,759,True,2025-06-17
322,40353,delivery_delay,416,True,2025-03-16
323,19525,refund,835,True,2025-01-30
324,32068,delivery_delay,149,False,2025-02-08
325,3857,account,995,False,2025-09-06
326,32909,delivery_delay,578,True,2025-10-28
327,35315,delivery_delay,395,True,2025-05-04
328,3329,refund,568,True,2025-01-06
329,35328,delivery_delay,602,False,2025-12-31
330,13760,account,318,False,2025-11-25
331,43668,account,451,False,2025-11-15
332,49868,product_question,873,False,2025-02-04
333,34741,delivery_delay,138,True,2025-12-31
334,42582,delivery_delay,140,True,2025-02-01
335,13571,account,537,True,2025-08-19
336,47801,refund,595,True,2025-06-01
337,21648,refund,184,False,2025-12-20
338,13980,account,652,False,2025-05-29
339,18471,product_question,773,True,2025-10-23
340,31079,product_question,381,False,2025-06-14
341,23553,product_question,917,True,2025-07-10
342,45160,product_question,658,False,2025-06-12
343,38439,product_question,333,True,2025-07-16
344,49840,refund,898,False,2025-11-24
345,5034,refund,759,False,2025-11-11
346,22656,product_question,83,True,2025-12-06
347,28363,delivery_delay,106,True,2025-07-01
348,28864,refund,461,True,2025-02-09
349,32679,account,470,True,2025-08-24
350,36434,product_question,154,True,2025-12-31
351,37082,delivery_delay,107,True,2025-10-21
352,20224,product_question,271,True,2025-04-26
353,32990,refund,626,False,2025-09-15
354,29049,product_question,569,False,2025-01-30
355,11001,delivery_delay,236,False,2025-06-11
356,25024,account,46,True,2025-02-12
357,48433,refund,994,True,2025-07-10
358,4281,refund,999,True,2025-04-13
359,49242,product_question,137,False,2025-02-16
360,3923,account,416,True,2025-02-19
361,44246,delivery_delay,72,True,2025-06-04
362,26537,refund,561,True,2025-04-19
363,20035,refund,506,False,2025-06-15
364,44202,refund,242,True,2025-01-22
365,48196,product_question,300,True,2025-09-09
366,14519,refund,956,True,2025-05-24
367,15535,account,914,False,2025-04-01
368,34782,product_question,327,True,2025-05-17
369,23919,product_question,219,False,2025-08-22
370,38340,delivery_delay,726,False,2025-01-06
371,43923,delivery_delay,610,True,2025-02-06
372,2129,product_question,876,True,2025-11-27
373,20950,delivery_delay,56,False,2025-01-20
374,20149,product_question,457,True,2025-11-23
375,27451,refund,276,False,2025-07-26
376,24659,refund,201,False,2025-12-15
377,19349,delivery_delay,696,True,2025-04-22
378,31540,refund,838,False,2025-06-10
379,34582,account,520,True,2025-06-25
380,2484,refund,999,True,2025-01-28
381,49998,delivery_delay,179,False,2025-02-07
382,45196,delivery_delay,73,True,2025-09-19
383,34177,product_question,431,True,2025-04-04
384,36887,delivery_delay,193,False,2025-01-02
385,5931,account,598,True,2025-08-27
386,30420,refund,141,True,2025-03-15
387,7718,account,557,True,2025-07-28
388,44550,delivery_delay,965,True,2025-02-04
389,3777,account,888,False,2025-06-18
390,41325,refund,397,False,2025-11-29
391,26405,account,714,True,2025-05-06
392,27052,product_question,41,False,2025-01-13
393,4053,product_question,899,False,2025-01-28
394,48987,refund,191,False,2025-05-13
395,11519,product_question,991,True,2025-03-20
396,48982,product_question,833,True,2025-09-08
397,31499,product_question,896,True,2025-08-31
398,19082,product_question,714,False,2025-06-03
399,11575,account,586,True,2025-10-06
400,38786,product_question,362,False,2025-12-18
401,11303,refund,420,True,2025-10-29
402,27113,account,878,True,2025-04-14
403,5712,refund,439,False,2025-09-18
404,9116,product_question,890,True,2025-02-11
405,17060,refund,539,False,2025-04-10
406,28569,delivery_delay,11,False,2025-01-03
407,17731,delivery_delay,742,False,2025-02-14
408,27323,account,353,True,2025-08-14
409,20536,refund,771,True,2025-10-02
410,26628,delivery_delay,500,False,2025-08-22
411,5011,product_question,157,False,2025-01-06
412,19991,product_question,119,True,2025-03-27
413,48167,delivery_delay,788,True,2025-02-23
414,22969,product_question,193,True,2025-05-09
415,13556,product_question,618,False,2025-03-12
416,34173,delivery_delay,862,True,2025-09-17
417,13034,account,874,False,2025-07-08
418,30960,refund,472,False,2025-04-15
419,5263,product_question,413,True,2025-07-25
420,40071,account,444,False,2025-11-18
421,17494,account,197,False,2025-04-24
422,1336,delivery_delay,6,False,2025-03-31
423,13142,product_question,996,False,2025-06-29
424,22831,delivery_delay,754,True,2025-09-21
425,48371,product_question,134,False,2025-03-01
426,29908,account,677,True,2025-04-28
427,23445,delivery_delay,593,True,2025-07-05
428,9585,account,749,True,2025-01-11
429,10918,refund,395,True,2025-08-02
430,15565,product_question,792,False,2025-08-22
431,39347,account,551,False,2025-12-17
432,1507,account,306,True,2025-07-16
433,345,refund,267,False,2025-04-09
434,44432,delivery_delay,562,True,2025-07-12
435,36568,delivery_delay,828,True,2025-05-14
436,29855,product_question,824,False,2025-07-06
437,38027,account,102,True,2025-04-23
438,44402,refund,627,True,2025-11-21
439,28011,product_question,47,True,2025-08-10
440,40211,delivery_delay,231,False,2025-02-13
441,48034,refund,818,True,2025-08-28
442,45920,product_question,936,True,2025-02-25
443,41514,product_question,477,False,2025-06-22
444,8214,product_question,235,True,2025-09-09
445,48809,refund,563,True,2025-02-17
446,10601,product_question,793,True,2025-08-18
447,30040,product_question,825,True,2025-05-31
448,946,product_question,404,False,2025-05-17
449,25756,delivery_delay,30,False,2025-10-19
450,46093,account,112,True,2025-10-08
451,5778,refund,522,False,2025-06-23
452,9865,product_question,583,True,2025-03-19
453,15484,product_question,854,False,2025-01-23
454,35784,delivery_delay,979,False,2025-09-14
455,43877,product_question,93,False,2025-03-10
456,34260,product_question,291,False,2025-03-29
457,27171,refund,43,False,2025-07-05
458,27405,refund,705,True,2025-07-08
459,12454,product_question,15,False,2025-10-07
460,47048,refund,761,True,2025-10-24
461,34538,product_question,314,True,2025-03-07
462,30569,account,129,False,2025-10-16
463,35630,account,250,False,2025-03-17
464,47452,account,150,True,2025-09-07
465,27600,product_question,984,True,2025-01-02
466,7043,delivery_delay,219,False,2025-06-24
467,40134,account,282,False,2025-04-25
468,2618,refund,950,False,2025-12-16
469,29535,refund,366,False,2025-08-15
470,43752,account,619,True,2025-02-02
471,39621,refund,523,True,2025-09-24
472,37777,account,186,False,2025-07-26
473,44086,account,782,False,2025-07-08
474,28195,product_question,199,True,2025-02-21
475,24452,delivery_delay,31,False,2025-10-08
476,19473,account,242,False,2025-05-08
477,33987,product_question,901,True,2025-12-23
478,29041,delivery_delay,264,True,2025-09-06
479,3941,account,571,True,2025-05-11
480,46206,delivery_delay,759,False,2025-09-16
481,20457,account,686,True,2025-09-05
482,33118,refund,901,True,2025-01-27
483,6488,account,444,False,2025-08-25
484,12641,product_question,84,False,2025-07-20
485,21528,delivery_delay,192,False,2025-02-20
486,13797,delivery_delay,170,True,2025-06-12
487,36090,product_question,56,False,2025-10-24
488,34756,refund,270,True,2025-07-31
489,46704,refund,8,True,2025-07-04
490,14663,delivery_delay,547,False,2025-04-15
491,9921,refund,452,True,2025-02-02
492,45266,account,521,True,2025-12-15
493,41414,account,564,True,2025-03-26
494,19857,delivery_delay,744,False,2025-11-21
495,43526,refund,764,False,2025-12-30
496,37805,product_question,783,False,2025-09-20
497,38195,delivery_delay,218,False,2025-04-08
498,27476,product_question,631,True,2025-08-18
499,40319,product_question,38,True,2025-08-16
500,22041,account,510,True,2025-02-04
501,5213,delivery_delay,451,True,2025-11-30
502,2436,delivery_delay,576,True,2025-04-04
503,37749,product_question,639,False,2025-12-14
504,42323,refund,83,True,2025-10-06
505,37774,product_question,453,True,2025-07-17
506,19774,product_question,278,True,2025-02-17
507,2787,delivery_delay,521,True,2025-03-31
508,43875,refund,986,True,2025-04-01
509,32808,delivery_delay,268,False,2025-07-21
510,16480,product_question,944,False,2025-03-08
511,13450,account,653,False,2025-04-22
512,41371,account,506,False,2025-11-16
513,25484,delivery_delay,749,True,2025-02-08
514,38928,delivery_delay,921,False,2025-03-29
515,47781,refund,961,False,2025-04-27
516,11132,product_question,345,False,2025-09-07
517,3245,account,949,False,2025-01-22
518,19973,account,593,False,2025-07-10
519,31301,refund,445,False,2025-02-10
520,18590,product_question,723,False,2025-05-26
521,48869,delivery_delay,400,True,2025-09-01
522,3182,product_question,833,False,2025-07-07
523,15258,product_question,615,False,2025-11-03
524,305,refund,614,True,2025-10-04
525,27248,product_question,621,False,2025-06-08
526,19381,refund,196,False,2025-12-09
527,30194,refund,718,False,2025-08-03
528,12480,account,521,False,2025-01-11
529,39832,account,715,True,2025-04-01
530,10858,delivery_delay,578,True,2025-03-22
531,1892,product_question,247,False,2025-06-11
532,42868,account,542,False,2025-07-28
533,38927,account,729,False,2025-10-23
534,13868,account,898,True,2025-10-04
535,46228,refund,90,False,2025-11-29
536,12671,refund,910,False,2025-08-18
537,48882,delivery_delay,123,True,2025-03-16
538,46386,product_question,124,True,2025-11-28
539,23491,refund,224,True,2025-07-12
540,35301,delivery_delay,510,True,2025-07-15
541,37991,account,502,True,2025-11-25
542,9311,refund,505,True,2025-03-12
543,27524,delivery_delay,147,False,2025-02-15
544,36862,product_question,833,False,2025-06-08
545,6914,delivery_delay,7,True,2025-07-27
546,30254,refund,781,False,2025-02-27
547,48679,refund,66,False,2025-06-27
548,42663,refund,922,False,2025-01-06
549,36051,refund,290,True,2025-05-21
550,9033,account,392,False,2025-04-17
551,6064,refund,681,False,2025-03-12
552,41548,delivery_delay,919,False,2025-03-16
553,9255,refund,533,True,2025-12-01
554,46925,account,451,True,2025-02-01
555,12819,product_question,117,True,2025-01-28
556,30628,product_question,517,True,2025-06-30
557,27016,account,625,False,2025-05-20
558,48751,account,275,True,2025-07-25
559,17334,account,242,False,2025-11-19
560,31851,refund,470,False,2025-10-13
561,5722,delivery_delay,977,False,2025-09-11
562,518,account,654,False,2025-11-10
563,2286,account,240,True,2025-05-02
564,33160,delivery_delay,539,False,2025-11-15
565,28474,account,571,True,2025-07-13
566,11744,refund,516,False,2025-11-11
567,32948,delivery_delay,726,True,2025-07-09
568,47441,refund,518,False,2025-06-17
569,12379,account,914,True,2025-01-13
570,43176,product_question,573,True,2025-07-18
571,27419,refund,62,False,2025-08-04
572,49423,product_question,198,True,2025-01-20
573,12199,product_question,327,True,2025-08-21
574,45510,delivery_delay,621,False,2025-11-27
575,41427,refund,572,False,2025-10-23
576,8132,account,447,True,2025-12-05
577,44869,product_question,175,False,2025-09-15
578,10844,account,723,False,2025-04-25
579,38036,account,499,False,2025-11-25
580,47401,product_question,638,True,2025-02-20
581,43038,product_question,209,True,2025-11-17
582,6773,product_question,704,True,2025-04-21
583,31116,account,975,True,2025-11-30
584,28909,delivery_delay,179,True,2025-12-02
585,32880,refund,167,False,2025-10-07
586,2449,refund,493,False,2025-08-26
587,26429,product_question,243,False,2025-10-04
588,46453,account,510,False,2025-08-26
589,20177,account,466,False,2025-05-12
590,16627,account,779,False,2025-12-13
591,12493,refund,374,True,2025-08-07
592,32772,delivery_delay,17,True,2025-04-11
593,9575,product_question,771,False,2025-01-08
594,43062,product_question,514,False,2025-11-16
595,40506,refund,415,True,2025-07-18
596,12399,product_question,230,True,2025-07-23
597,41590,delivery_delay,807,True,2025-12-14
598,35822,product_question,523,False,2025-07-28
599,25542,account,812,False,2025-03-20
600,40702,account,197,False,2025-01-10
601,25592,delivery_delay,131,True,2025-01-14
602,43734,delivery_delay,9,True,2025-07-21
603,36342,account,357,False,2025-10-29
604,22818,account,544,True,2025-12-30
605,7323,product_question,110,True,2025-05-25
606,3635,refund,871,False,2025-07-02
607,33199,product_question,996,True,2025-09-17
608,25273,refund,141,True,2025-12-01
609,22357,refund,849,False,2025-04-10
610,36880,product_question,924,False,2025-10-11
611,8684,delivery_delay,491,False,2025-12-15
612,42510,delivery_delay,154,True,2025-03-07
613,36870,account,683,False,2025-12-29
614,37962,product_question,330,True,2025-01-17
615,7030,refund,169,False,2025-03-29
616,46673,account,787,True,2025-01-26
617,46870,delivery_delay,689,False,2025-11-23
618,30534,account,966,False,2025-07-23
619,32620,product_question,612,True,2025-12-05
620,12534,refund,643,False,2025-03-10
621,43855,refund,624,False,2025-11-19
622,8166,delivery_delay,132,False,2025-04-19
623,36829,product_question,382,False,2025-08-05
624,16609,refund,906,False,2025-11-17
625,16193,product_question,427,True,2025-11-09
626,19312,account,428,False,2025-09-08
627,2764,product_question,566,False,2025-08-25
628,12356,delivery_delay,664,True,2025-08-22
629,16825,refund,624,False,2025-03-11
630,10375,delivery_delay,83,True,2025-05-03
631,7553,product_question,354,True,2025-10-12
632,16737,delivery_delay,701,False,2025-12-20
633,36756,delivery_delay,574,True,2025-08-16
634,534,account,886,True,2025-03-01
635,3665,account,892,True,2025-05-20
636,5834,product_question,551,False,2025-05-20
637,31754,refund,208,True,2025-12-19
638,21878,refund,755,True,2025-09-25
639,36103,refund,442,False,2025-05-04
640,44117,delivery_delay,370,False,2025-12-23
641,11382,product_question,6,True,2025-12-08
642,2888,account,303,False,2025-02-14
643,45574,product_question,5,False,2025-11-11
644,5637,product_question,247,False,2025-10-08
645,6783,refund,774,False,2025-03-11
646,3504,delivery_delay,700,False,2025-01-29
647,24950,product_question,501,False,2025-05-19
648,44594,delivery_delay,698,False,2025-10-19
649,4912,delivery_delay,749,True,2025-07-05
650,4520,delivery_delay,873,True,2025-06-27
651,42205,account,632,True,2025-08-21
652,1155,delivery_delay,457,True,2025-07-28
653,21765,product_question,850,True,2025-08-08
654,29688,account,110,False,2025-11-27
655,3308,account,402,False,2025-10-08
656,19476,delivery_delay,323,False,2025-09-30
657,12149,account,502,True,2025-06-26
658,18089,product_question,317,True,2025-11-05
659,13011,delivery_delay,13,True,2025-10-23
660,41701,refund,716,True,2025-11-20
661,4271,delivery_delay,981,False,2025-03-27
662,32002,delivery_delay,89,False,2025-09-14
663,26836,refund,469,True,2025-11-24
664,47965,product_question,876,False,2025-10-22
665,38554,refund,628,True,2025-02-08
666,6171,account,540,True,2025-06-27
667,6866,account,64,False,2025-02-27
668,18574,refund,707,True,2025-07-12
669,20361,account,550,False,2025-04-12
670,16361,product_question,773,False,2025-09-23
671,16490,account,976,True,2025-03-05
672,20218,delivery_delay,8,True,2025-02-18
673,21170,refund,209,False,2025-09-16
674,30294,delivery_delay,142,True,2025-07-28
675,12745,product_question,398,False,2025-06-25
676,17335,refund,927,True,2025-03-11
677,3307,product_question,279,False,2025-03-09
678,48988,delivery_delay,851,True,2025-12-18
679,48466,refund,460,True,2025-09-09
680,25639,delivery_delay,573,False,2025-09-26
681,40563,product_question,234,True,2025-05-06
682,17604,account,288,False,2025-04-14
683,6203,product_question,278,False,2025-08-12
684,23198,account,656,True,2025-04-27
685,17739,product_question,479,False,2025-12-15
686,21477,account,579,True,2025-10-30
687,12014,account,706,False,2025-12-10
688,31861,product_question,587,True,2025-05-03
689,18418,delivery_delay,763,False,2025-01-16
690,2199,refund,80,True,2025-11-27
691,20872,account,137,False,2025-02-01
692,13395,account,839,True,2025-12-26
693,15886,delivery_delay,191,True,2025-04-03
694,43585,product_question,38,True,2025-09-26
695,37219,product_question,51,False,2025-07-21
696,12660,product_question,35,True,2025-03-08
697,31588,delivery_delay,85,False,2025-08-09
