traffic_id,customer_id,channel,session_start,device
449,449,vk,2025-01-09 11:45:45,mobile
450,450,malinka_ads,2025-01-01 10:08:07,mobile
451,451,mail.ru_search,2025-01-12 11:29:34,mobile
452,452,malinka_ads,2025-01-11 07:57:08,desktop
453,453,vk,2025-01-03 18:25:52,desktop
454,454,malinka_ads,2025-01-11 18:31:11,mobile
455,455,mail.ru_search,2025-01-03 17:21:09,desktop
456,456,malinka_ads,2025-01-11 17:22:33,mobile
457,457,malinka_ads,2025-01-02 16:05:57,desktop
458,458,vk,2025-01-04 05:31:59,tablet
459,459,yandex,2025-01-09 09:05:29,desktop
460,460,mail.ru_search,2025-01-01 21:27:30,mobile
461,461,yandex,2025-01-06 01:29:43,tablet
462,462,yandex,2025-01-03 00:07:59,desktop
463,463,mail.ru_search,2025-01-02 00:36:38,tablet
464,464,organic,2025-01-03 07:40:17,mobile
465,465,organic,2025-01-14 14:05:13,desktop
466,466,malinka_ads,2025-01-01 19:15:01,tablet
467,467,mail.ru_search,2025-01-13 15:02:14,desktop
468,468,mail.ru_search,2025-02-11 13:06:59,tablet
469,469,mail.ru_search,2025-01-04 22:28:53,desktop
470,470,organic,2025-01-22 02:16:39,tablet
471,471,organic,2025-01-03 07:58:25,mobile
472,472,malinka_ads,2025-01-16 11:12:34,mobile
473,473,organic,2025-01-09 06:15:29,tablet
474,474,yandex,2025-01-18 02:30:00,desktop
475,475,mail.ru_search,2025-01-11 16:07:06,desktop
476,476,malinka_ads,2025-01-01 01:18:01,tablet
477,477,organic,2025-01-02 15:14:37,mobile
478,478,malinka_ads,2025-01-12 13:04:23,mobile
479,479,yandex,2025-01-15 20:53:23,desktop
480,480,yandex,2025-01-09 13:45:26,mobile
481,481,vk,2025-01-04 10:29:11,tablet
482,482,yandex,2025-01-12 14:18:53,mobile
483,483,organic,2025-01-03 09:44:04,mobile
484,484,yandex,2025-02-22 03:52:44,desktop
485,485,vk,2025-01-03 06:08:24,mobile
486,486,yandex,2025-01-09 10:38:08,mobile
487,487,yandex,2025-01-12 19:54:22,mobile
488,488,organic,2025-01-07 19:01:24,mobile
489,489,vk,2025-01-12 14:43:12,tablet
490,490,yandex,2025-01-17 17:03:02,mobile
491,491,yandex,2025-01-06 03:47:02,mobile
492,492,mail.ru_search,2025-01-04 15:47:02,tablet
493,493,malinka_ads,2025-01-01 18:58:28,tablet
494,494,vk,2025-01-07 03:40:46,mobile
495,495,yandex,2025-01-07 23:22:38,mobile
496,496,vk,2025-01-11 07:00:21,tablet
497,497,malinka_ads,2025-01-07 02:25:53,mobile
498,498,organic,2025-01-06 05:06:57,desktop
499,499,mail.ru_search,2025-01-04 01:47:33,desktop
500,500,organic,2025-01-04 04:33:06,desktop
501,501,mail.ru_search,2025-01-05 21:36:09,mobile
502,502,organic,2025-01-01 23:31:21,tablet
503,503,yandex,2025-01-12 04:40:52,desktop
504,504,vk,2025-01-16 04:35:00,tablet
505,505,vk,2025-01-09 10:52:28,tablet
506,506,organic,2025-01-06 06:17:30,desktop
507,507,malinka_ads,2025-01-15 04:59:21,tablet
508,508,vk,2025-01-07 00:57:33,tablet
509,509,mail.ru_search,2025-01-02 05:19:01,tablet
510,510,vk,2025-01-05 06:54:10,desktop
511,511,malinka_ads,2025-01-04 02:25:01,mobile
512,512,vk,2025-01-10 13:58:46,desktop
513,513,malinka_ads,2025-01-06 08:43:48,mobile
514,514,malinka_ads,2025-01-03 09:53:27,tablet
515,515,organic,2025-01-04 12:22:24,desktop
516,516,organic,2025-01-06 12:18:06,mobile
517,517,malinka_ads,2025-01-03 01:48:23,mobile
518,518,vk,2025-01-08 08:08:18,desktop
519,519,malinka_ads,2025-01-03 13:10:24,desktop
520,520,mail.ru_search,2025-01-02 04:09:30,desktop
521,521,mail.ru_search,2025-01-05 01:58:34,mobile
522,522,organic,2025-01-15 09:16:02,mobile
523,523,yandex,2025-01-03 02:22:04,desktop
524,524,organic,2025-01-03 04:02:52,desktop
525,525,malinka_ads,2025-01-02 19:03:29,mobile
526,526,mail.ru_search,2025-02-09 05:06:29,tablet
527,527,mail.ru_search,2025-01-01 05:19:06,tablet
528,528,vk,2025-01-03 18:22:48,desktop
529,529,yandex,2025-01-02 21:10:25,desktop
530,530,malinka_ads,2025-01-09 08:47:49,tablet
531,531,vk,2025-01-09 17:21:51,desktop
532,532,mail.ru_search,2025-01-13 13:59:10,tablet
533,533,yandex,2025-01-09 21:55:17,tablet
534,534,mail.ru_search,2025-01-01 03:11:19,tablet
535,535,malinka_ads,2025-01-03 22:48:12,tablet
536,536,vk,2025-01-07 12:38:00,desktop
