customer_id,segment,region,registration_date
80,returning,Moscow,2021-07-26
81,discount_hunter,Ekaterinburg,2023-08-31
82,loyal,Ekaterinburg,2023-05-24
83,loyal,SPB,2021-04-27
84,returning,Kazan,2022-02-03
85,new,Kazan,2022-09-23
86,returning,Kazan,2024-04-25
87,high_spender,Moscow,2021-01-15
88,returning,Kazan,2023-12-29
89,returning,Ekaterinburg,2020-01-19
90,churn_risk,SPB,2024-01-19
91,high_spender,Ekaterinburg,2024-09-28
92,loyal,SPB,2020-07-26
93,new,SPB,2021-03-06
94,loyal,Kazan,2023-04-08
95,churn_risk,SPB,2024-07-11
96,returning,Kazan,2022-10-07
97,high_spender,SPB,2022-10-10
98,churn_risk,Kazan,2020-02-05
99,discount_hunter,Kazan,2024-10-28
100,returning,Kazan,2024-03-24
101,returning,Moscow,2024-06-03
102,churn_risk,SPB,2022-09-04
103,loyal,SPB,2024-08-29
104,churn_risk,SPB,2021-02-17
105,new,Ekaterinburg,2022-06-28
106,churn_risk,Kazan,2023-10-02
107,new,SPB,2022-04-06
108,high_spender,Moscow,2020-01-23
109,returning,SPB,2023-08-18
110,high_spender,SPB,2023-11-21
111,new,Kazan,2020-05-12
112,high_spender,Kazan,2023-04-25
113,new,Moscow,2024-06-16
114,discount_hunter,Kazan,2020-02-17
115,returning,Moscow,2020-02-16
116,high_spender,Ekaterinburg,2021-02-05
117,churn_risk,Moscow,2022-01-14
118,discount_hunter,Moscow,2020-04-06
119,high_spender,SPB,2024-11-25
120,churn_risk,Kazan,2023-08-16
121,churn_risk,Moscow,2024-09-14
122,high_spender,Moscow,2021-06-03
123,returning,Kazan,2022-07-03
124,loyal,Kazan,2023-07-10
125,discount_hunter,Ekaterinburg,2020-07-07
126,loyal,Moscow,2022-04-10
127,loyal,Ekaterinburg,2024-11-08
128,returning,Kazan,2021-07-20
129,returning,SPB,2022-09-07
130,churn_risk,Kazan,2023-08-13
131,loyal,Moscow,2020-03-03
132,returning,Moscow,2022-11-02
133,new,Moscow,2020-04-03
134,new,Ekaterinburg,2021-12-15
135,new,Kazan,2023-04-08
136,high_spender,Ekaterinburg,2022-05-13
137,churn_risk,Kazan,2020-05-16
138,new,Kazan,2022-03-27
139,new,Moscow,2022-04-21
140,churn_risk,Moscow,2020-09-01
141,high_spender,Ekaterinburg,2024-10-28
142,high_spender,Kazan,2023-10-29
143,new,SPB,2024-02-11
144,churn_risk,Moscow,2020-05-02
145,high_spender,SPB,2022-08-27
146,loyal,Moscow,2021-02-11
147,high_spender,Moscow,2022-01-15
148,new,SPB,2021-03-27
149,returning,Kazan,2024-09-08
150,discount_hunter,Ekaterinburg,2024-04-18
151,returning,Kazan,2024-11-13
152,new,SPB,2022-05-15
153,new,SPB,2020-06-21
154,returning,Ekaterinburg,2022-10-28
155,high_spender,Ekaterinburg,2021-09-06
156,churn_risk,Ekaterinburg,2021-06-26
157,new,SPB,2022-07-24
158,churn_risk,Kazan,2022-07-14
159,churn_risk,Moscow,2023-02-11
160,churn_risk,Kazan,2021-02-13
161,loyal,Kazan,2023-10-23
162,discount_hunter,Moscow,2020-11-26
163,high_spender,Moscow,2021-01-14
164,churn_risk,Ekaterinburg,2022-07-01
165,high_spender,SPB,2024-11-25
166,churn_risk,SPB,2020-10-30
167,loyal,Kazan,2021-10-07
168,discount_hunter,SPB,2024-10-04
169,loyal,Moscow,2024-03-07
170,churn_risk,Ekaterinburg,2023-03-02
171,returning,Moscow,2021-11-25
172,churn_risk,Moscow,2022-07-30
173,high_spender,SPB,2024-12-15
174,high_spender,SPB,2024-01-16
175,returning,Ekaterinburg,2021-12-20
176,churn_risk,Moscow,2022-12-21
177,discount_hunter,Kazan,2021-04-24
178,high_spender,Moscow,2023-11-30
179,new,Kazan,2022-03-28
180,high_spender,SPB,2024-01-29
181,new,SPB,2022-03-24
182,new,Ekaterinburg,2023-04-28
183,high_spender,Moscow,2020-12-14
184,high_spender,Kazan,2023-11-05
185,new,Ekaterinburg,2022-07-27
186,churn_risk,Moscow,2023-09-29
187,churn_risk,Ekaterinburg,2020-05-30
188,new,Moscow,2020-09-22
189,new,Moscow,2020-09-22
190,loyal,Kazan,2020-01-26
191,loyal,Ekaterinburg,2021-11-26
192,high_spender,Ekaterinburg,2023-01-05
193,high_spender,SPB,2022-04-13
194,returning,SPB,2024-07-31
195,new,Kazan,2021-09-12
196,high_spender,Ekaterinburg,2023-05-24
197,discount_hunter,SPB,2021-08-12
198,new,Ekaterinburg,2020-11-24
199,loyal,Moscow,2024-03-14
200,churn_risk,Ekaterinburg,2020-09-29
201,returning,Ekaterinburg,2024-07-05
202,new,SPB,2020-04-08
203,new,Moscow,2022-03-16
204,churn_risk,Kazan,2024-05-28
205,discount_hunter,Ekaterinburg,2023-12-30
206,loyal,Moscow,2024-01-17
207,discount_hunter,Moscow,2023-02-17
208,new,Moscow,2022-12-02
209,loyal,Ekaterinburg,2021-12-26
210,discount_hunter,Moscow,2022-03-07
211,churn_risk,SPB,2022-04-05
212,high_spender,Kazan,2023-11-01
213,discount_hunter,Moscow,2024-05-20
214,high_spender,Kazan,2024-07-12
215,churn_risk,Kazan,2023-06-12
216,churn_risk,SPB,2023-03-04
217,loyal,Moscow,2021-01-13
218,loyal,SPB,2024-02-15
219,returning,Ekaterinburg,2023-02-27
220,loyal,Moscow,2024-07-01
221,discount_hunter,SPB,2022-05-14
222,returning,Kazan,2024-03-24
223,loyal,Ekaterinburg,2021-04-16
224,churn_risk,Ekaterinburg,2020-11-23
225,churn_risk,SPB,2024-01-15
226,discount_hunter,Moscow,2020-06-20
227,churn_risk,Moscow,2020-12-13
228,churn_risk,SPB,2024-02-02
229,churn_risk,Ekaterinburg,2024-11-11
230,loyal,Kazan,2024-09-14
231,loyal,Kazan,2020-09-30
232,loyal,SPB,2020-03-01
233,loyal,Ekaterinburg,2020-02-01
234,churn_risk,Ekaterinburg,2022-11-05
235,high_spender,SPB,2023-08-24
236,returning,Moscow,2021-03-18
237,loyal,Moscow,2022-09-11
238,high_spender,Kazan,2023-08-02
239,new,Ekaterinburg,2024-08-28
240,returning,Ekaterinburg,2022-04-24
241,returning,Moscow,2021-12-25
242,high_spender,SPB,2021-04-03
243,returning,Ekaterinburg,2024-09-25
244,high_spender,SPB,2023-03-14
245,returning,Moscow,2020-05-29
246,new,Kazan,2024-10-23
247,churn_risk,Kazan,2024-03-13
248,churn_risk,Ekaterinburg,2022-09-26
249,new,Kazan,2021-03-08
250,high_spender,SPB,2022-12-12
251,returning,Ekaterinburg,2020-01-12
252,high_spender,Ekaterinburg,2020-05-13
253,new,Moscow,2020-09-04
254,churn_risk,Moscow,2021-03-12
255,discount_hunter,Kazan,2024-11-26
256,discount_hunter,SPB,2022-10-29
257,high_spender,Moscow,2024-12-12
258,new,SPB,2022-02-28
259,returning,Ekaterinburg,2022-12-03
260,returning,Moscow,2024-08-25
261,churn_risk,Kazan,2023-12-30
262,high_spender,SPB,2022-11-02
263,returning,Ekaterinburg,2020-02-14
264,new,Moscow,2023-05-28
265,high_spender,Ekaterinburg,2020-02-24
266,returning,Ekaterinburg,2024-07-11
267,churn_risk,Ekaterinburg,2021-12-14
268,high_spender,SPB,2023-07-20
269,discount_hunter,Ekaterinburg,2022-01-26
270,new,Moscow,2024-06-11
271,returning,Kazan,2024-11-06
272,churn_risk,Kazan,2022-07-18
273,high_spender,Kazan,2020-08-05
274,returning,Kazan,2021-12-13
275,high_spender,Kazan,2023-09-27
276,churn_risk,Kazan,2022-01-06
277,loyal,SPB,2024-01-31
278,new,SPB,2023-11-03
279,loyal,Moscow,2022-01-28
280,high_spender,Kazan,2021-07-23
281,new,Ekaterinburg,2021-09-10
282,new,Kazan,2023-07-14
283,high_spender,Moscow,2024-01-22
284,new,SPB,2021-06-14
285,returning,SPB,2020-11-05
286,discount_hunter,SPB,2022-05-30
287,returning,SPB,2022-06-22
288,new,Kazan,2022-10-15
289,churn_risk,Ekaterinburg,2020-12-14
290,new,Ekaterinburg,2020-03-20
291,high_spender,Moscow,2020-03-17
292,returning,Moscow,2021-02-08
293,returning,Moscow,2022-10-08
294,churn_risk,Kazan,2021-02-17
295,loyal,Ekaterinburg,2022-03-19
296,high_spender,Ekaterinburg,2024-11-05
297,discount_hunter,Moscow,2022-05-06
298,churn_risk,SPB,2021-05-26
299,high_spender,Kazan,2024-01-29
300,churn_risk,Moscow,2023-08-05
301,new,Kazan,2020-01-28
302,new,Ekaterinburg,2024-02-04
303,returning,Ekaterinburg,2020-06-07
304,churn_risk,SPB,2020-09-08
305,high_spender,SPB,2023-02-11
306,churn_risk,Ekaterinburg,2022-05-16
307,new,Ekaterinburg,2022-10-07
308,loyal,Moscow,2024-01-16
309,churn_risk,Ekaterinburg,2022-01-09
310,discount_hunter,SPB,2022-08-30
311,churn_risk,SPB,2021-06-06
312,discount_hunter,Moscow,2020-03-04
313,loyal,Ekaterinburg,2020-09-30
314,returning,SPB,2023-08-29
315,high_spender,SPB,2023-07-11
316,returning,Moscow,2020-07-30
317,churn_risk,Moscow,2021-02-06
318,high_spender,SPB,2020-02-22
319,new,Ekaterinburg,2023-09-23
320,high_spender,Moscow,2021-07-09
321,high_spender,Kazan,2023-05-28
322,churn_risk,SPB,2023-01-27
323,new,Moscow,2024-10-26
324,new,SPB,2024-04-10
325,discount_hunter,Moscow,2021-08-05
326,returning,Kazan,2022-04-01
327,new,Kazan,2022-11-07
328,high_spender,SPB,2022-08-05
329,returning,Ekaterinburg,2021-09-25
330,churn_risk,SPB,2022-03-29
331,returning,Kazan,2024-05-09
332,new,Moscow,2023-11-20
333,high_spender,Moscow,2021-10-18
334,discount_hunter,Moscow,2024-12-14
335,churn_risk,Ekaterinburg,2024-12-07
336,returning,Ekaterinburg,2023-12-15
337,loyal,SPB,2021-03-20
338,high_spender,Moscow,2022-05-03
339,returning,Moscow,2021-04-26
340,high_spender,Kazan,2022-02-01
341,high_spender,Kazan,2023-11-21
342,returning,SPB,2021-07-21
343,returning,Moscow,2023-02-14
344,high_spender,Ekaterinburg,2021-06-04
345,discount_hunter,Moscow,2022-05-30
346,churn_risk,Moscow,2021-11-26
347,discount_hunter,Ekaterinburg,2020-04-26
348,churn_risk,Moscow,2024-11-18
349,returning,Ekaterinburg,2020-05-23
350,returning,Kazan,2023-10-18
351,returning,Moscow,2022-08-29
352,loyal,Moscow,2020-08-19
353,loyal,Moscow,2021-08-15
354,high_spender,Moscow,2023-01-26
355,churn_risk,Kazan,2024-03-28
356,returning,Moscow,2022-10-22
357,loyal,Ekaterinburg,2024-12-28
358,high_spender,Ekaterinburg,2024-11-02
359,loyal,Moscow,2021-11-26
360,returning,SPB,2022-09-21
361,returning,Ekaterinburg,2023-12-02
362,new,Moscow,2023-05-18
363,new,Kazan,2024-06-15
364,churn_risk,Kazan,2020-02-07
365,loyal,SPB,2024-04-04
366,new,Ekaterinburg,2023-05-02
367,high_spender,SPB,2024-10-22
368,returning,Ekaterinburg,2020-06-06
369,high_spender,SPB,2021-07-01
370,new,Moscow,2020-06-12
371,high_spender,Kazan,2022-03-09
372,high_spender,Moscow,2023-09-24
373,returning,Ekaterinburg,2023-04-04
374,returning,Kazan,2024-10-01
375,new,SPB,2021-06-23
376,discount_hunter,Ekaterinburg,2021-12-01
377,returning,SPB,2023-10-28
378,new,Ekaterinburg,2024-11-03
379,churn_risk,Ekaterinburg,2021-05-29
380,loyal,Kazan,2021-03-16
381,discount_hunter,SPB,2024-04-21
382,new,Ekaterinburg,2020-05-06
383,discount_hunter,Kazan,2021-03-25
384,returning,SPB,2024-12-15
385,new,Ekaterinburg,2021-09-29
386,loyal,Moscow,2020-03-02
387,discount_hunter,Moscow,2021-06-23
388,new,SPB,2021-08-01
389,new,SPB,2024-03-20
390,new,Moscow,2024-10-06
391,churn_risk,Moscow,2022-03-12
392,loyal,Kazan,2020-11-01
393,discount_hunter,Moscow,2020-08-28
394,returning,Ekaterinburg,2022-07-16
395,high_spender,Ekaterinburg,2023-09-23
396,high_spender,SPB,2023-03-06
397,discount_hunter,Ekaterinburg,2024-08-24
398,churn_risk,Kazan,2024-03-06
399,new,Ekaterinburg,2021-06-13
400,loyal,Kazan,2020-05-01
401,new,Kazan,2023-08-14
402,new,Kazan,2021-03-26
403,new,SPB,2020-03-09
404,loyal,SPB,2024-11-12
405,new,Ekaterinburg,2022-09-06
406,loyal,Moscow,2022-11-29
407,returning,Moscow,2023-04-30
408,churn_risk,SPB,2024-04-20
409,churn_risk,Moscow,2024-05-16
410,returning,Moscow,2020-03-05
411,loyal,Ekaterinburg,2020-04-20
412,returning,Ekaterinburg,2020-12-25
413,churn_risk,Kazan,2023-08-21
414,new,Ekaterinburg,2023-07-27
415,returning,Ekaterinburg,2020-05-18
416,new,Moscow,2024-08-27
417,new,Ekaterinburg,2020-10-04
418,high_spender,Ekaterinburg,2023-12-14
419,loyal,Moscow,2021-11-18
420,high_spender,Ekaterinburg,2020-07-15
421,loyal,Moscow,2022-03-04
422,returning,SPB,2023-08-12
423,new,SPB,2020-07-04
424,discount_hunter,Kazan,2024-01-14
425,loyal,Moscow,2023-06-04
426,new,Kazan,2023-04-10
427,new,SPB,2022-07-03
428,discount_hunter,Kazan,2020-02-07
429,new,Kazan,2024-11-21
430,churn_risk,Kazan,2020-03-21
431,returning,Moscow,2021-02-14
432,discount_hunter,Moscow,2022-04-05
433,returning,Kazan,2021-06-26
434,churn_risk,Ekaterinburg,2020-05-27
435,loyal,Moscow,2024-09-15
436,discount_hunter,Ekaterinburg,2024-04-03
437,churn_risk,Ekaterinburg,2024-08-06
438,discount_hunter,Ekaterinburg,2024-05-05
439,loyal,SPB,2024-08-26
440,loyal,Moscow,2022-03-04
441,discount_hunter,Ekaterinburg,2020-03-19
442,new,Moscow,2020-10-20
443,churn_risk,SPB,2020-06-07
444,new,Kazan,2021-11-15
445,churn_risk,Ekaterinburg,2021-10-15
446,returning,Moscow,2023-11-25
447,discount_hunter,Moscow,2024-04-28
448,churn_risk,Moscow,2023-09-16
449,returning,Ekaterinburg,2020-01-31
450,high_spender,SPB,2021-08-21
451,discount_hunter,Moscow,2024-10-08
452,returning,SPB,2021-11-03
453,new,Ekaterinburg,2022-10-25
454,discount_hunter,Ekaterinburg,2021-01-31
455,new,Kazan,2024-12-06
456,loyal,Ekaterinburg,2022-05-07
457,loyal,Kazan,2024-10-15
458,churn_risk,Kazan,2022-06-24
459,loyal,Moscow,2024-06-02
460,high_spender,Moscow,2024-12-20
461,loyal,Moscow,2022-02-25
462,new,Kazan,2021-04-28
463,high_spender,Kazan,2021-10-27
464,returning,Ekaterinburg,2021-12-27
465,loyal,Moscow,2024-07-26
466,high_spender,Ekaterinburg,2020-06-12
467,high_spender,Moscow,2024-05-21
468,high_spender,Moscow,2021-01-27
469,high_spender,Ekaterinburg,2023-07-21
470,high_spender,Kazan,2021-06-28
471,high_spender,Moscow,2022-09-15
472,discount_hunter,Kazan,2021-01-17
473,returning,SPB,2022-07-15
474,returning,Moscow,2024-09-18
475,loyal,Kazan,2023-02-14
476,high_spender,Moscow,2023-05-23
477,churn_risk,Moscow,2021-04-25
478,high_spender,Ekaterinburg,2021-07-11
479,churn_risk,Ekaterinburg,2024-11-10
480,loyal,Kazan,2022-05-23
481,discount_hunter,SPB,2024-09-23
482,returning,Moscow,2022-06-20
483,churn_risk,Kazan,2023-10-25
484,loyal,Kazan,2021-05-03
485,new,Ekaterinburg,2021-03-02
486,loyal,Kazan,2024-06-22
487,new,SPB,2023-11-16
488,returning,SPB,2020-09-22
489,churn_risk,Moscow,2024-05-04
490,churn_risk,Kazan,2022-10-16
491,discount_hunter,SPB,2020-06-20
492,returning,Ekaterinburg,2023-04-16
493,discount_hunter,Ekaterinburg,2024-05-25
494,loyal,Kazan,2021-03-16
495,churn_risk,Moscow,2022-07-06
496,returning,SPB,2024-06-19
497,high_spender,SPB,2022-10-31
498,returning,Moscow,2020-03-02
499,new,Moscow,2021-06-08
500,new,Kazan,2020-10-08
501,high_spender,Ekaterinburg,2024-08-28
502,high_spender,Moscow,2022-02-11
503,high_spender,Kazan,2024-10-28
504,new,Kazan,2022-08-05
505,loyal,Ekaterinburg,2022-03-09
506,new,Moscow,2023-08-28
507,new,SPB,2024-02-23
508,high_spender,Moscow,2024-07-19
509,loyal,Kazan,2020-03-19
510,high_spender,Ekaterinburg,2022-04-29
511,discount_hunter,Ekaterinburg,2023-05-15
512,high_spender,SPB,2022-01-08
513,discount_hunter,SPB,2024-11-28
514,loyal,SPB,2024-02-08
515,new,SPB,2020-12-14
516,loyal,Kazan,2024-07-31
517,new,SPB,2024-12-18
518,loyal,Kazan,2020-02-15
519,new,Moscow,2022-02-09
520,returning,SPB,2023-11-01
521,high_spender,SPB,2021-09-20
522,loyal,SPB,2024-12-09
523,new,Kazan,2024-03-07
524,returning,Kazan,2022-12-26
525,new,Kazan,2020-02-03
526,new,SPB,2021-02-12
527,churn_risk,Kazan,2023-08-05
528,high_spender,SPB,2022-05-26
529,new,Kazan,2021-04-25
530,loyal,Moscow,2024-04-03
531,high_spender,Moscow,2023-10-22
532,new,Kazan,2022-07-08
533,discount_hunter,Ekaterinburg,2021-11-13
534,loyal,Moscow,2023-09-12
535,new,Kazan,2024-04-21
536,discount_hunter,Kazan,2024-11-19
537,high_spender,Kazan,2021-05-23
538,discount_hunter,Moscow,2020-09-24
539,new,Kazan,2023-10-21
540,returning,SPB,2021-11-20
541,discount_hunter,Ekaterinburg,2021-07-22
542,loyal,Moscow,2022-08-20
543,new,Ekaterinburg,2024-01-14
544,loyal,Ekaterinburg,2023-09-03
545,discount_hunter,Moscow,2024-05-10
546,loyal,Kazan,2024-01-08
547,high_spender,Ekaterinburg,2020-08-22
548,returning,Ekaterinburg,2023-06-20
549,churn_risk,Ekaterinburg,2022-06-29
550,loyal,Moscow,2020-06-17
551,returning,Moscow,2024-07-10
552,high_spender,Ekaterinburg,2021-07-25
553,loyal,Ekaterinburg,2024-08-20
554,returning,Moscow,2020-01-21
555,high_spender,Kazan,2021-11-20
556,churn_risk,Ekaterinburg,2023-10-07
557,churn_risk,Moscow,2023-06-09
558,returning,Ekaterinburg,2024-04-28
559,returning,SPB,2021-03-07
560,new,SPB,2022-10-22
561,discount_hunter,Kazan,2023-01-12
562,returning,Kazan,2024-09-23
563,discount_hunter,Kazan,2023-06-03
564,returning,Kazan,2024-05-03
565,returning,Kazan,2024-06-19
566,high_spender,SPB,2022-05-26
567,loyal,Kazan,2021-02-28
568,discount_hunter,Moscow,2024-02-16
569,high_spender,Ekaterinburg,2023-04-25
570,loyal,Kazan,2024-07-07
571,new,SPB,2023-06-07
572,loyal,SPB,2021-10-08
573,discount_hunter,Moscow,2022-01-10
574,high_spender,SPB,2023-05-24
575,new,Moscow,2020-03-25
576,churn_risk,Ekaterinburg,2021-10-15
577,loyal,Ekaterinburg,2020-06-03
578,high_spender,SPB,2023-02-07
579,returning,SPB,2020-10-19
580,new,Kazan,2023-02-17
581,new,Moscow,2023-08-07
582,returning,Kazan,2021-01-10
583,churn_risk,Ekaterinburg,2022-10-19
584,discount_hunter,SPB,2021-08-31
585,discount_hunter,Kazan,2022-02-09
586,returning,Ekaterinburg,2020-06-30
587,loyal,Ekaterinburg,2022-04-26
588,loyal,Ekaterinburg,2023-10-19
589,loyal,Moscow,2020-03-29
590,discount_hunter,Moscow,2023-04-19
591,churn_risk,Ekaterinburg,2023-04-08
592,new,Kazan,2022-04-16
593,new,SPB,2023-07-20
594,high_spender,SPB,2022-02-23
595,returning,Moscow,2021-08-16
596,returning,Moscow,2022-07-10
597,new,Kazan,2023-06-08
598,returning,Moscow,2020-09-21
599,loyal,Ekaterinburg,2021-11-22
600,high_spender,SPB,2020-12-31
601,churn_risk,Kazan,2023-10-20
602,new,Moscow,2023-10-05
603,returning,Moscow,2023-01-21
604,returning,Kazan,2023-05-06
605,loyal,Ekaterinburg,2023-04-18
606,returning,Kazan,2024-10-06
607,loyal,Moscow,2021-08-23
608,churn_risk,Moscow,2020-01-09
609,new,Kazan,2022-02-06
610,returning,Ekaterinburg,2023-05-17
611,new,Moscow,2020-04-16
612,churn_risk,Ekaterinburg,2020-03-12
613,high_spender,Moscow,2022-07-22
614,discount_hunter,SPB,2022-08-22
615,high_spender,Kazan,2023-06-22
616,new,SPB,2024-05-01
617,new,Moscow,2024-08-10
618,churn_risk,SPB,2022-09-13
619,loyal,Ekaterinburg,2020-08-24
620,returning,SPB,2022-12-14
621,loyal,Ekaterinburg,2023-05-05
622,discount_hunter,SPB,2020-08-10
623,high_spender,Ekaterinburg,2023-11-13
624,returning,Ekaterinburg,2020-09-25
625,loyal,Moscow,2024-01-09
626,new,Ekaterinburg,2022-06-21
627,churn_risk,Moscow,2023-09-23
628,new,Moscow,2020-02-08
629,discount_hunter,Moscow,2023-08-02
630,high_spender,SPB,2021-05-20
631,churn_risk,Moscow,2021-01-26
632,new,Kazan,2023-10-09
633,loyal,Kazan,2021-03-15
634,loyal,Ekaterinburg,2021-05-16
635,returning,Kazan,2020-07-20
636,churn_risk,Ekaterinburg,2022-12-06
637,churn_risk,Moscow,2022-07-09
638,new,Moscow,2023-02-10
639,new,Moscow,2023-05-30
640,new,Moscow,2023-12-27
641,discount_hunter,SPB,2021-10-26
642,new,Kazan,2022-08-14
643,churn_risk,Kazan,2021-12-07
644,churn_risk,SPB,2020-02-04
645,loyal,Kazan,2021-12-26
646,loyal,Kazan,2020-03-21
647,discount_hunter,Moscow,2020-09-16
648,discount_hunter,Moscow,2021-11-06
649,churn_risk,Ekaterinburg,2024-05-24
650,high_spender,Moscow,2023-01-04
651,discount_hunter,Ekaterinburg,2020-03-25
652,discount_hunter,Kazan,2024-02-24
653,churn_risk,Kazan,2022-02-23
654,new,Kazan,2021-07-16
655,new,Ekaterinburg,2020-12-22
656,new,Kazan,2021-02-28
657,high_spender,Kazan,2023-07-29
658,high_spender,Ekaterinburg,2024-08-30
659,returning,Ekaterinburg,2023-01-20
660,loyal,SPB,2021-02-26
661,loyal,SPB,2024-02-21
662,discount_hunter,Moscow,2022-01-29
663,high_spender,Ekaterinburg,2023-10-21
664,high_spender,Ekaterinburg,2024-08-29
665,loyal,Moscow,2023-03-06
666,churn_risk,Moscow,2021-02-14
667,churn_risk,SPB,2022-06-29
668,churn_risk,Moscow,2023-11-03
669,churn_risk,Ekaterinburg,2021-12-08
670,loyal,SPB,2024-11-02
671,loyal,Kazan,2020-01-16
672,returning,SPB,2023-05-03
673,new,SPB,2024-10-13
674,loyal,Kazan,2024-07-28
675,high_spender,Ekaterinburg,2020-01-08
676,loyal,Ekaterinburg,2024-05-29
677,new,SPB,2024-08-08
678,discount_hunter,SPB,2021-03-04
679,loyal,Kazan,2022-05-06
680,discount_hunter,Ekaterinburg,2020-12-06
681,churn_risk,Moscow,2023-03-09
682,churn_risk,Ekaterinburg,2023-06-26
683,churn_risk,Ekaterinburg,2021-07-23
684,new,Moscow,2021-08-21
685,returning,Moscow,2024-10-02
686,returning,Moscow,2024-09-21
687,high_spender,Kazan,2023-11-14
688,new,Kazan,2022-03-02
689,high_spender,SPB,2022-10-14
690,high_spender,Kazan,2024-01-30
691,discount_hunter,SPB,2020-04-10
692,discount_hunter,Kazan,2022-01-01
693,churn_risk,SPB,2021-11-27
694,returning,Moscow,2021-10-14
695,returning,SPB,2024-12-21
696,new,SPB,2024-01-06
697,loyal,SPB,2021-09-15
698,churn_risk,Ekaterinburg,2020-04-09
699,churn_risk,SPB,2021-12-21
700,new,Kazan,2023-09-15
701,loyal,SPB,2020-07-27
702,returning,SPB,2024-06-15
703,churn_risk,Kazan,2022-12-23
704,discount_hunter,Ekaterinburg,2024-07-08
705,churn_risk,SPB,2024-11-25
706,loyal,Ekaterinburg,2023-03-05
707,high_spender,SPB,2022-02-12
708,loyal,Moscow,2022-08-03
709,churn_risk,SPB,2021-01-31
710,discount_hunter,Moscow,2020-03-17
711,loyal,Kazan,2021-12-26
712,loyal,Kazan,2024-04-26
713,discount_hunter,Moscow,2024-04-19
714,new,Kazan,2022-03-01
715,new,Kazan,2020-12-13
716,high_spender,Kazan,2024-08-16
717,loyal,SPB,2023-08-14
718,loyal,SPB,2020-03-20
719,discount_hunter,Moscow,2020-05-13
720,new,Kazan,2020-07-24
721,discount_hunter,Kazan,2022-09-16
722,churn_risk,Ekaterinburg,2021-04-25
723,discount_hunter,Kazan,2020-08-29
724,new,Ekaterinburg,2022-10-29
725,churn_risk,Ekaterinburg,2021-05-02
726,loyal,SPB,2021-09-28
727,churn_risk,Kazan,2023-06-10
728,loyal,Kazan,2023-12-15
729,high_spender,Moscow,2021-06-25
730,loyal,Kazan,2021-01-17
731,discount_hunter,Kazan,2020-02-09
732,high_spender,Moscow,2020-12-13
