,return_id,transaction_id,customer_id,product_id,reason
115,116,69238,26752,453,damaged
116,117,28542,11013,457,wrong_size
117,118,92683,35813,462,other
118,119,107973,41623,209,wrong_size
119,120,103483,39915,265,defect
120,121,103537,39937,170,defect
121,122,114051,43948,322,other
122,123,41558,16054,325,defect
123,124,98405,37988,358,wrong_size
124,125,62339,24111,448,defect
125,126,66376,25642,160,other
126,127,64576,24943,303,defect
127,128,82044,31694,321,defect
128,129,126514,48817,291,wrong_size
129,130,86484,33436,435,wrong_size
130,131,29366,11332,160,damaged
131,132,55220,21396,288,defect
132,133,48923,18887,471,wrong_size
133,134,55201,21386,157,other
134,135,23558,9086,262,wrong_size
135,136,39095,15083,263,other
136,137,13566,5238,173,other
137,138,3266,1289,157,other
138,139,50881,19643,258,defect
139,140,78873,30484,58,wrong_size
140,141,32866,12693,59,defect
141,142,66676,25754,54,wrong_size
142,143,121607,46864,179,defect
143,144,58742,22701,418,other
144,145,34718,13421,186,other
145,146,51432,19864,157,wrong_size
146,147,107906,41598,16,defect
147,148,118686,45763,377,defect
148,149,96181,37143,32,damaged
149,150,62956,24347,83,wrong_size
150,151,64445,24886,416,damaged
151,152,37413,14459,448,other
152,153,32533,12563,95,wrong_size
153,154,8041,3103,314,defect
154,155,52206,20176,248,damaged
155,156,5618,2180,405,wrong_size
156,157,113896,43887,359,defect
157,158,14588,5641,104,other
158,159,121521,46838,33,other
159,160,42614,16451,454,damaged
160,161,91555,35395,321,other
161,162,116225,44826,125,defect
162,163,74547,28784,199,other
163,164,125908,48574,491,wrong_size
164,165,44918,17363,309,wrong_size
165,166,122601,47247,405,other
166,167,46336,17892,240,defect
167,168,104097,40145,447,damaged
168,169,59845,23124,334,damaged
169,170,34512,13336,223,damaged
170,171,120488,46457,326,other
171,172,31093,12016,278,other
172,173,60661,23458,246,damaged
173,174,50896,19649,205,defect
174,175,85301,32964,234,wrong_size
175,176,93529,36121,166,wrong_size
176,177,123209,47484,301,defect
177,178,52433,20270,213,damaged
178,179,38067,14690,41,defect
179,180,39001,15047,164,wrong_size
180,181,113672,43802,40,damaged
181,182,105295,40612,389,damaged
182,183,26130,10123,249,other
183,184,48043,18555,88,wrong_size
184,185,95705,36945,358,wrong_size
185,186,53156,20564,147,other
186,187,104696,40373,64,wrong_size
187,188,113288,43650,118,defect
188,189,54364,21063,128,defect
189,190,129513,49967,359,damaged
190,191,94727,36577,404,defect
191,192,91641,35423,493,damaged
192,193,129049,49775,296,wrong_size
193,194,5700,2207,208,wrong_size
194,195,32538,12565,410,wrong_size
195,196,423,173,404,damaged
196,197,4755,1832,92,damaged
197,198,47681,18413,353,other
198,199,79912,30876,233,wrong_size
199,200,13043,5042,111,damaged
200,201,47140,18209,16,other
201,202,84433,32621,440,damaged
202,203,26285,10181,357,wrong_size
203,204,106902,41211,411,defect
204,205,24878,9589,490,damaged
205,206,82274,31781,140,defect
206,207,18505,7132,317,damaged
207,208,111195,42884,244,other
208,209,81565,31502,211,damaged
209,210,5139,1985,299,wrong_size
210,211,107847,41578,384,wrong_size
211,212,19084,7354,477,other
212,213,58605,22654,421,defect
213,214,116966,45127,361,wrong_size
214,215,120935,46617,92,other
215,216,58688,22681,305,damaged
216,217,89923,34768,384,defect
217,218,6655,2570,302,defect
218,219,97760,37741,118,damaged
219,220,50130,19331,136,other
220,221,51694,19975,478,wrong_size
221,222,36241,14006,463,other
222,223,5848,2264,493,damaged
223,224,45454,17557,477,other
224,225,114895,44267,226,damaged
225,226,128004,49386,148,other
226,227,5835,2262,187,defect
227,228,45765,17673,212,defect
228,229,111080,42837,207,other
229,230,124381,47963,172,wrong_size
230,231,6424,2477,18,damaged
231,232,101866,39299,212,defect
232,233,118339,45642,271,defect
233,234,84454,32630,317,wrong_size
234,235,53719,20791,300,defect
235,236,28248,10900,31,damaged
236,237,37,23,368,damaged
237,238,108401,41803,366,defect
238,239,123940,47775,452,other
239,240,125933,48583,375,other
240,241,27924,10788,175,other
241,242,16703,6460,74,damaged
242,243,82989,32057,219,other
243,244,30107,11626,161,wrong_size
244,245,114808,44237,491,wrong_size
245,246,75379,29100,225,damaged
246,247,36193,13985,308,other
247,248,46672,18035,381,damaged
248,249,40140,15495,466,defect
249,250,55950,21693,26,other
250,251,101294,39065,303,damaged
251,252,97117,37495,242,damaged
252,253,60155,23253,47,damaged
253,254,30241,11674,464,damaged
254,255,110274,42528,4,defect
255,256,90654,35043,24,damaged
256,257,87883,33993,367,defect
257,258,125951,48588,368,other
258,259,88617,34276,396,defect
259,260,33107,12792,355,defect
260,261,37581,14527,74,defect
261,262,111353,42942,82,other
262,263,93507,36114,53,damaged
263,264,20651,7960,329,wrong_size
264,265,58249,22504,405,damaged
265,266,93043,35951,21,defect
266,267,21592,8329,96,wrong_size
267,268,3133,1232,307,wrong_size
268,269,63769,24637,61,other
269,270,107767,41547,288,wrong_size
270,271,32654,12605,407,wrong_size
271,272,83170,32129,269,wrong_size
272,273,61021,23595,354,other
273,274,112775,43465,380,defect
274,275,97855,37775,62,other
275,276,56722,21977,69,damaged
276,277,73008,28186,255,damaged
277,278,40617,15682,338,wrong_size
278,279,100369,38727,69,defect
279,280,39975,15424,291,wrong_size
280,281,87370,33800,90,damaged
281,282,58983,22784,133,damaged
282,283,81823,31603,317,damaged
283,284,72467,27973,209,damaged
284,285,86519,33450,275,wrong_size
285,286,4259,1641,270,other
286,287,70106,27092,266,defect
287,288,26803,10363,198,wrong_size
288,289,125146,48269,392,damaged
289,290,37171,14355,77,other
290,291,51273,19798,21,damaged
291,292,65755,25417,145,wrong_size
292,293,103841,40053,73,wrong_size
293,294,61973,23971,426,defect
294,295,45573,17601,88,damaged
295,296,111518,43006,292,other
296,297,75784,29262,262,other
297,298,70599,27272,203,defect
298,299,117697,45401,38,damaged
299,300,124186,47872,100,defect
300,301,64960,25102,191,wrong_size
301,302,91175,35237,338,other
302,303,101050,38975,438,defect
303,304,16267,6299,189,defect
304,305,82021,31683,382,damaged
305,306,30082,11615,81,damaged
306,307,123697,47673,127,wrong_size
307,308,17167,6637,110,defect
308,309,111157,42866,86,wrong_size
309,310,101313,39071,448,defect
310,311,124523,48018,196,defect
311,312,92104,35600,56,wrong_size
312,313,30690,11852,335,other
313,314,28340,10936,430,other
314,315,25178,9709,174,damaged
315,316,55153,21365,487,other
316,317,71616,27659,53,defect
317,318,76208,29431,329,other
318,319,15326,5943,53,damaged
319,320,57450,22238,269,damaged
320,321,86226,33323,54,defect
321,322,9029,3519,481,damaged
322,323,104268,40213,234,wrong_size
323,324,128757,49673,320,defect
324,325,37454,14475,40,other
325,326,84203,32532,143,defect
326,327,119726,46155,116,damaged
327,328,110940,42785,310,other
328,329,19495,7515,32,damaged
329,330,79184,30605,388,damaged
330,331,4618,1780,473,defect
331,332,24026,9258,185,defect
332,333,71554,27634,298,defect
333,334,18937,7291,262,defect
334,335,115845,44661,40,other
335,336,93446,36094,195,other
336,337,103742,40004,426,wrong_size
337,338,69549,26862,345,damaged
338,339,123978,47793,44,other
339,340,55899,21666,448,wrong_size
340,341,97223,37535,472,other
341,342,2040,814,455,defect
342,343,81275,31404,373,damaged
343,344,95369,36817,48,defect
344,345,33277,12860,225,other
345,346,14519,5607,111,defect
346,347,110715,42708,489,defect
347,348,114092,43968,266,damaged
348,349,113879,43882,154,damaged
349,350,51886,20046,494,damaged
350,351,120397,46426,474,wrong_size
351,352,91745,35465,181,damaged
352,353,11743,4548,20,damaged
353,354,43660,16862,315,defect
354,355,92188,35626,286,damaged
355,356,7458,2874,411,damaged
356,357,90037,34812,235,other
357,358,42502,16408,469,other
358,359,26383,10214,51,wrong_size
359,360,42760,16508,394,defect
360,361,27093,10479,282,other
361,362,17669,6831,305,damaged
362,363,4824,1866,66,defect
363,364,80751,31205,381,wrong_size
364,365,14293,5524,247,wrong_size
365,366,19982,7705,390,defect
366,367,73177,28248,202,wrong_size
367,368,96485,37260,5,wrong_size
368,369,1496,606,269,other
369,370,67309,26014,141,other
370,371,76738,29626,97,defect
371,372,12411,4799,98,damaged
372,373,85556,33068,143,other
373,374,52267,20201,460,damaged
374,375,25479,9851,371,damaged
375,376,12113,4682,259,defect
376,377,118609,45734,278,damaged
377,378,15037,5834,493,other
378,379,73085,28210,140,wrong_size
379,380,68601,26510,411,other
380,381,57158,22128,246,damaged
381,382,117412,45288,81,wrong_size
382,383,40888,15783,144,other
383,384,89812,34727,133,damaged
384,385,72615,28032,65,wrong_size
385,386,68443,26447,138,defect
386,387,110261,42523,122,defect
387,388,92248,35651,84,defect
388,389,2328,927,323,damaged
389,390,33971,13124,214,damaged
390,391,27557,10649,376,damaged
391,392,104059,40131,230,damaged
392,393,33786,13061,78,wrong_size
393,394,27270,10537,69,other
394,395,20394,7855,166,wrong_size
395,396,27700,10701,285,damaged
396,397,42274,16314,367,damaged
397,398,70808,27347,265,defect
398,399,102655,39607,444,damaged
399,400,57548,22273,306,wrong_size
400,401,29709,11462,240,damaged
401,402,96064,37094,264,defect
402,403,69729,26948,194,defect
403,404,7146,2755,262,other
404,405,70034,27058,241,damaged
405,406,23884,9209,183,wrong_size
406,407,50347,19423,453,other
407,408,23958,9233,408,other
408,409,85995,33235,267,other
409,410,12679,4897,269,defect
410,411,63250,24451,480,wrong_size
411,412,70049,27065,314,other
412,413,43851,16941,31,defect
413,414,15319,5942,473,wrong_size
414,415,49871,19241,373,damaged
415,416,2272,910,73,damaged
416,417,27256,10533,152,other
417,418,116979,45132,86,other
418,419,45489,17569,226,defect
419,420,55386,21461,88,other
420,421,62475,24168,417,damaged
421,422,54624,21158,68,damaged
422,423,96284,37176,81,damaged
423,424,98522,38037,428,damaged
424,425,15497,6008,284,wrong_size
425,426,27469,10617,77,wrong_size
426,427,73852,28508,186,other
427,428,55869,21654,259,other
428,429,36283,14020,435,defect
429,430,14507,5604,85,defect
430,431,36977,14280,80,damaged
431,432,89865,34746,194,wrong_size
432,433,106827,41185,228,other
433,434,33834,13080,137,wrong_size
434,435,124207,47882,201,other
435,436,929,387,288,defect
436,437,52416,20262,344,defect
437,438,44171,17069,113,damaged
438,439,101718,39236,402,damaged
439,440,59045,22805,348,defect
440,441,102612,39594,126,damaged
441,442,88609,34274,233,defect
442,443,82212,31759,323,damaged
443,444,3037,1198,314,damaged
444,445,81305,31413,112,damaged
445,446,31919,12331,411,wrong_size
446,447,120989,46637,132,wrong_size
447,448,105687,40757,106,other
448,449,39526,15251,230,wrong_size
449,450,108440,41816,54,defect
450,451,64328,24841,159,wrong_size
451,452,13812,5337,465,defect
452,453,3188,1256,364,other
453,454,32289,12470,39,damaged
454,455,3852,1504,63,other
455,456,17486,6769,199,wrong_size
456,457,105226,40587,447,defect
457,458,86856,33582,404,other
458,459,11907,4604,423,defect
459,460,90548,35009,108,damaged
460,461,129347,49902,387,damaged
461,462,4830,1867,199,other
462,463,38927,15018,59,defect
463,464,24630,9494,473,defect
464,465,126763,48907,417,wrong_size
465,466,26507,10259,10,defect
466,467,96607,37304,26,damaged
467,468,45991,17769,466,damaged
468,469,68570,26497,106,damaged
469,470,92665,35805,87,damaged
470,471,47152,18212,7,damaged
471,472,36617,14145,226,wrong_size
472,473,58194,22486,475,defect
473,474,1498,607,315,defect
474,475,122222,47099,235,defect
475,476,78556,30369,371,wrong_size
476,477,83790,32379,44,damaged
477,478,125704,48486,482,damaged
478,479,114716,44195,21,wrong_size
479,480,89932,34770,435,defect
480,481,85067,32869,27,damaged
481,482,56338,21829,363,defect
482,483,83123,32112,145,wrong_size
483,484,66671,25754,133,wrong_size
484,485,113257,43639,204,damaged
485,486,11249,4363,439,wrong_size
486,487,102687,39615,170,other
487,488,96489,37261,290,wrong_size
488,489,65000,25116,415,wrong_size
489,490,126577,48837,110,defect
490,491,6326,2438,61,other
491,492,53208,20583,409,wrong_size
492,493,51997,20097,75,damaged
493,494,31291,12084,198,other
494,495,90503,34994,77,other
495,496,10485,4070,36,wrong_size
496,497,120267,46375,447,other
497,498,19081,7351,327,other
498,499,73876,28515,7,other
499,500,54489,21111,235,damaged
500,501,119829,46196,394,damaged
501,502,55356,21446,210,other
502,503,120687,46525,259,defect
503,504,102192,39436,349,damaged
504,505,39441,15219,494,damaged
505,506,75508,29160,457,damaged
506,507,123115,47451,328,other
507,508,28329,10933,74,defect
508,509,19814,7646,144,other
509,510,125323,48338,448,other
510,511,104260,40211,50,wrong_size
511,512,85086,32877,147,damaged
512,513,76263,29449,23,wrong_size
513,514,12085,4674,308,defect
514,515,62104,24028,442,wrong_size
515,516,25110,9678,494,other
516,517,47505,18355,120,wrong_size
517,518,5598,2175,118,other
518,519,10094,3919,482,damaged
519,520,124267,47906,318,defect
520,521,113524,43743,123,other
521,522,80142,30963,334,damaged
522,523,107951,41613,365,defect
523,524,7871,3045,257,wrong_size
524,525,45843,17705,144,defect
525,526,91652,35428,294,defect
526,527,9477,3687,391,defect
527,528,57270,22168,191,wrong_size
528,529,122719,47290,300,other
529,530,33645,13002,245,damaged
530,531,110802,42739,250,defect
531,532,78161,30205,149,other
532,533,10433,4046,393,damaged
533,534,55581,21537,184,wrong_size
534,535,104127,40161,130,other
535,536,44409,17156,234,other
536,537,68548,26488,369,wrong_size
537,538,47588,18386,440,defect
538,539,106022,40885,189,defect
539,540,33571,12979,38,damaged
540,541,3790,1482,324,other
541,542,52578,20321,74,damaged
542,543,41766,16130,107,other
543,544,44632,17246,109,defect
544,545,6654,2570,261,damaged
545,546,60140,23248,264,other
546,547,101195,39030,309,wrong_size
547,548,41132,15884,10,wrong_size
548,549,21931,8467,419,damaged
549,550,114316,44042,448,damaged
550,551,3718,1454,45,defect
551,552,124971,48200,407,defect
552,553,111152,42863,74,wrong_size
553,554,32797,12666,155,damaged
554,555,6217,2399,170,damaged
555,556,97920,37799,300,damaged
556,557,47199,18234,230,wrong_size
557,558,39226,15135,441,wrong_size
558,559,67809,26211,215,damaged
559,560,122380,47165,93,wrong_size
560,561,95475,36856,129,damaged
561,562,117885,45471,125,wrong_size
562,563,41577,16059,285,other
563,564,83174,32130,109,damaged
564,565,94990,36670,54,wrong_size
565,566,72419,27954,400,other
566,567,101670,39213,130,damaged
567,568,63078,24393,195,other
568,569,124819,48137,372,other
569,570,56343,21833,396,damaged
570,571,61695,23854,258,wrong_size
571,572,99877,38548,432,other
572,573,13827,5345,221,wrong_size
573,574,106269,40973,285,defect
574,575,89593,34648,122,wrong_size
575,576,125302,48327,118,wrong_size
576,577,109886,42357,471,wrong_size
577,578,92800,35849,361,other
578,579,40078,15464,479,damaged
579,580,123034,47415,162,wrong_size
580,581,9263,3605,34,defect
581,582,45942,17750,479,other
582,583,11823,4575,213,other
583,584,84517,32655,416,wrong_size
584,585,84281,32556,65,damaged
585,586,110553,42641,469,wrong_size
586,587,116239,44832,398,wrong_size
587,588,67918,26256,313,other
588,589,5341,2067,447,damaged
589,590,33784,13059,457,wrong_size
590,591,129073,49782,189,defect
591,592,89568,34633,304,damaged
592,593,65629,25364,186,damaged
593,594,113293,43652,392,other
594,595,87007,33643,296,damaged
595,596,62626,24227,284,other
596,597,32963,12729,396,damaged
597,598,101709,39233,91,damaged
598,599,86419,33407,99,wrong_size
599,600,53107,20547,280,defect
600,601,2032,811,297,defect
601,602,93964,36285,444,other
602,603,50864,19636,221,wrong_size
603,604,37486,14488,489,damaged
604,605,36545,14121,404,damaged
605,606,100908,38918,305,damaged
606,607,17695,6838,109,wrong_size
607,608,25381,9812,6,damaged
608,609,63153,24419,53,other
609,610,58056,22443,107,other
610,611,59065,22818,327,damaged
611,612,19962,7701,441,other
612,613,32766,12652,113,other
613,614,17002,6566,254,other
614,615,81625,31522,17,damaged
615,616,65489,25306,126,defect
616,617,36258,14014,338,damaged
617,618,107077,41283,100,defect
618,619,38045,14680,276,damaged
619,620,44420,17161,292,other
620,621,94145,36357,386,defect
621,622,9584,3728,322,damaged
622,623,126887,48955,393,other
623,624,9573,3723,467,damaged
624,625,67243,25990,486,defect
625,626,57215,22148,350,wrong_size
626,627,31465,12147,177,other
627,628,74860,28908,8,damaged
628,629,126125,48664,17,other
629,630,92301,35672,28,other
630,631,47462,18338,233,wrong_size
631,632,127969,49372,290,damaged
632,633,27922,10788,198,defect
633,634,78954,30518,209,defect
634,635,1309,537,269,other
635,636,33014,12747,250,wrong_size
636,637,20790,8011,324,damaged
637,638,91385,35327,465,other
638,639,8859,3454,487,other
639,640,59422,22956,342,damaged
640,641,98173,37908,262,defect
641,642,104178,40181,68,wrong_size
642,643,51780,20007,383,other
643,644,27577,10655,199,wrong_size
644,645,105308,40618,371,defect
645,646,124120,47853,361,wrong_size
646,647,64714,25001,448,damaged
647,648,120476,46454,386,wrong_size
648,649,62275,24086,424,defect
649,650,75961,29335,160,wrong_size
650,651,115824,44652,2,damaged
651,652,85752,33145,91,wrong_size
652,653,56783,22002,247,other
653,654,1056,437,447,other
654,655,75509,29161,321,defect
655,656,45935,17750,86,damaged
656,657,37860,14624,475,damaged
657,658,99659,38472,72,other
658,659,24968,9628,22,other
659,660,104583,40338,294,damaged
660,661,126807,48929,454,defect
661,662,9613,3738,73,damaged
662,663,66100,25541,432,defect
663,664,63783,24643,228,other
664,665,64512,24916,450,defect
665,666,109502,42217,440,wrong_size
666,667,70202,27132,215,defect
667,668,69371,26794,222,other
668,669,117862,45461,152,defect
669,670,81591,31511,354,wrong_size
670,671,40509,15640,189,other
671,672,51277,19799,15,damaged
672,673,92118,35603,166,other
673,674,58774,22712,64,other
674,675,118668,45756,23,wrong_size
675,676,31843,12297,291,wrong_size
676,677,37988,14664,388,other
677,678,2177,869,338,damaged
678,679,64367,24853,225,defect
679,680,68379,26421,236,other
680,681,89953,34777,12,other
681,682,54774,21217,52,wrong_size
682,683,122233,47105,224,other
683,684,33262,12854,210,other
684,685,15642,6064,122,other
685,686,13500,5217,53,wrong_size
686,687,22387,8645,331,other
687,688,90885,35120,238,defect
688,689,81198,31373,496,defect
689,690,50628,19534,391,other
690,691,3418,1337,29,defect
691,692,101890,39313,493,other
692,693,101092,38991,495,defect
693,694,94493,36497,411,wrong_size
694,695,33293,12868,152,defect
695,696,13878,5362,406,other
696,697,61403,23748,78,other
697,698,126288,48735,120,defect
698,699,58975,22782,271,wrong_size
699,700,29682,11452,122,defect
700,701,126481,48806,247,wrong_size
701,702,6141,2374,134,other
702,703,112474,43358,445,defect
703,704,113065,43571,131,wrong_size
704,705,50235,19370,250,other
705,706,87378,33802,356,defect
706,707,52048,20116,161,other
707,708,40867,15774,431,damaged
708,709,38026,14676,404,damaged
709,710,87048,33659,71,damaged
710,711,108953,42005,427,wrong_size
711,712,21275,8216,94,other
712,713,50995,19688,418,other
713,714,46624,18019,207,damaged
714,715,71320,27544,65,wrong_size
715,716,13071,5054,137,wrong_size
716,717,48628,18774,176,other
717,718,80970,31292,247,damaged
718,719,88547,34245,182,defect
719,720,20519,7912,478,damaged
720,721,98742,38107,443,damaged
721,722,23612,9106,463,wrong_size
722,723,51126,19739,479,defect
723,724,95883,37022,117,wrong_size
724,725,46782,18071,221,damaged
725,726,24746,9540,267,defect
726,727,49127,18967,267,defect
727,728,78171,30207,380,wrong_size
728,729,333,146,46,damaged
729,730,76079,29375,266,defect
730,731,33481,12945,242,other
731,732,89441,34584,208,wrong_size
732,733,92611,35783,54,damaged
733,734,116910,45109,55,wrong_size
734,735,47175,18225,438,wrong_size
735,736,15541,6028,424,other
736,737,58482,22606,201,other
737,738,111912,43144,331,damaged
738,739,86049,33255,334,other
739,740,51607,19941,39,wrong_size
740,741,53771,20814,417,damaged
741,742,28704,11081,319,other
742,743,37969,14659,326,wrong_size
743,744,85211,32925,50,other
744,745,72989,28180,184,other
745,746,80769,31213,161,damaged
746,747,71531,27625,149,wrong_size
747,748,86574,33475,433,other
748,749,56231,21796,120,wrong_size
749,750,43601,16836,278,other
750,751,127395,49158,282,damaged
751,752,111668,43059,285,damaged
752,753,125880,48560,235,wrong_size
753,754,96824,37378,171,other
754,755,28561,11020,406,wrong_size
755,756,91131,35220,113,defect
756,757,75558,29178,25,wrong_size
757,758,28552,11018,417,other
758,759,119359,46025,405,wrong_size
759,760,122101,47052,206,damaged
760,761,113102,43585,479,other
761,762,77126,29791,425,other
762,763,113268,43645,131,defect
763,764,71831,27742,294,defect
764,765,73688,28446,66,damaged
765,766,77707,30031,185,wrong_size
766,767,11550,4474,406,damaged
767,768,63297,24468,69,defect
768,769,76482,29526,78,defect
769,770,40758,15732,464,defect
770,771,68615,26515,393,other
771,772,84881,32789,278,other
772,773,70374,27196,484,damaged
773,774,116115,44768,396,wrong_size
774,775,102180,39427,418,wrong_size
775,776,10455,4054,79,defect
776,777,104875,40445,86,wrong_size
777,778,42049,16235,259,other
778,779,2562,1023,121,other
779,780,9170,3571,249,defect
780,781,107428,41410,280,defect
781,782,117465,45308,22,other
782,783,43040,16623,180,damaged
783,784,79300,30655,215,damaged
784,785,123687,47670,326,damaged
785,786,127945,49363,129,other
786,787,20506,7908,345,defect
787,788,77110,29784,229,damaged
788,789,50228,19368,473,wrong_size
789,790,56687,21962,318,damaged
790,791,56997,22085,240,wrong_size
791,792,29006,11186,439,wrong_size
792,793,101514,39156,148,damaged
793,794,67888,26242,461,defect
794,795,128203,49460,348,wrong_size
795,796,87845,33980,320,defect
796,797,123155,47464,351,defect
797,798,14076,5444,382,damaged
798,799,46547,17989,487,defect
799,800,4499,1735,229,defect
800,801,53979,20901,447,other
801,802,24375,9399,453,defect
802,803,109708,42294,326,other
803,804,9549,3714,139,damaged
804,805,76923,29704,475,damaged
805,806,593,244,9,wrong_size
806,807,86751,33539,331,other
807,808,6545,2525,95,wrong_size
808,809,113462,43721,491,defect
809,810,71407,27574,169,other
810,811,41216,15918,303,defect
811,812,77253,29847,434,wrong_size
812,813,23508,9065,229,defect
813,814,331,146,259,damaged
814,815,11794,4563,145,wrong_size
815,816,66250,25590,311,damaged
816,817,109566,42243,183,defect
817,818,105843,40814,115,wrong_size
818,819,31587,12198,342,wrong_size
819,820,12154,4697,429,other
820,821,38174,14726,419,defect
821,822,1325,545,467,wrong_size
822,823,85165,32907,332,other
823,824,60145,23250,487,damaged
824,825,8590,3345,149,damaged
825,826,34476,13320,490,wrong_size
826,827,16618,6424,379,other
827,828,39412,15210,26,other
828,829,13735,5311,203,other
829,830,18891,7272,103,defect
830,831,11598,4489,55,defect
831,832,97115,37494,288,other
832,833,120567,46486,164,damaged
833,834,73094,28212,128,wrong_size
834,835,31355,12106,315,defect
835,836,49675,19164,56,damaged
836,837,4879,1889,110,wrong_size
837,838,9252,3602,442,wrong_size
838,839,100225,38675,476,defect
839,840,108920,41993,287,other
840,841,91035,35186,137,wrong_size
841,842,125017,48218,174,other
842,843,39989,15428,242,wrong_size
843,844,55637,21568,166,wrong_size
844,845,14148,5471,275,damaged
845,846,4088,1580,378,wrong_size
846,847,83615,32302,382,damaged
847,848,28347,10939,340,damaged
848,849,19738,7606,48,wrong_size
849,850,59684,23058,440,damaged
850,851,35200,13606,346,damaged
851,852,88959,34400,69,damaged
852,853,116279,44844,4,defect
853,854,68088,26319,207,other
854,855,64355,24849,458,defect
855,856,122203,47095,172,damaged
856,857,87942,34015,56,other
857,858,50903,19651,152,defect
858,859,59807,23108,427,defect
859,860,92254,35652,120,other
860,861,7959,3075,353,defect
861,862,111027,42817,475,wrong_size
862,863,79609,30767,347,other
863,864,24928,9612,224,wrong_size
864,865,104812,40419,414,defect
865,866,44742,17286,45,wrong_size
866,867,96674,37326,57,damaged
867,868,16359,6337,253,wrong_size
868,869,108777,41941,220,damaged
869,870,25578,9890,474,defect
870,871,62231,24071,465,wrong_size
871,872,39250,15142,144,damaged
872,873,26987,10439,58,defect
873,874,76555,29553,333,wrong_size
874,875,9945,3861,40,other
875,876,33517,12960,269,damaged
876,877,82367,31821,264,other
877,878,68150,26339,93,wrong_size
878,879,128578,49603,215,wrong_size
879,880,98425,37994,500,other
880,881,47234,18246,333,defect
881,882,88333,34167,376,wrong_size
882,883,29301,11310,191,other
883,884,25605,9900,385,wrong_size
884,885,42967,16594,171,other
885,886,13464,5198,137,other
886,887,87979,34026,332,other
887,888,36272,14016,490,wrong_size
